state,lga,ward,health_facility,Latitude,Longitude,type_hf,status,accessibility
Adamawa,Guyuk,KOLA,Kerau PHCC,12.37987,11.21049,PHC,Functioning,True
Adamawa,Guyuk,KOLA,Kola PHC,12.138611,11.2125,PHC,Functioning,True
Adamawa,Guyuk,KOLA,KWALGAURA H/P,10.35456111,11.21279472,Health Post,Not Functioning,True
Adamawa,Guyuk,KOLA,Ponduwe PHCC,11.999167,11.216389,Health Post,Not Functioning,True
Adamawa,Guyuk,KOLA,THEBLE HEAITH POST,12.884265,11.219105,Health Clinic,Partially Functioning,True
Adamawa,Guyuk,LOKORO,Gunda PHCC,12.695453,11.220785,Health Clinic,Functioning,True
Adamawa,Guyuk,LOKORO,Lokoro PHCC,13.16415604,11.22395872,Health Clinic,Functioning,True
Adamawa,Guyuk,LOKORO,SUKELYE PHC,12.704628,11.227723,Health Clinic,Partially Functioning,True
Adamawa,Guyuk,Purokayo,DEREMINA,11.29311333,11.22833333,PHC,Functioning,True
Adamawa,Guyuk,Purokayo,GOMBAWA H/POST,13.585,11.229006,Health Clinic,Partially Functioning,True
Adamawa,Guyuk,Purokayo,LAKUMNA H POST,12.817898,11.230955,Health Clinic,Not Functioning,True
Adamawa,Hong,BANGSHIKA,FADAMA REKE H/P,11.93,11.231944,Health Post,Functioning,True
Adamawa,Hong,BANGSHIKA,KUBTAVA H/P,11.124761,11.2359244,Health Clinic,Not Functioning,True
Adamawa,Hong,BANGSHIKA,KWANAN KUKA H/P,12.761127,11.243349,Health Post,Partially Functioning,True
Adamawa,Hong,BANGSHIKA,KWAYAU H/P,11.1042162,11.2459454,Health Clinic,Functioning,True
Adamawa,Hong,BANGSHIKA,MAKERA PHCC,13.244915,11.2575267,Health Clinic,Not Functioning,True
Adamawa,Hong,BANGSHIKA,MBALWAHA PHCC,11.670833,11.260278,Health Post,Functioning,True
Adamawa,Hong,BANGSHIKA,MUTUKU H/P,11.1650898,11.2612246,Health Clinic,Functioning,True
Adamawa,Hong,BANGSHIKA,PHC EYN FADAMA RAKE,12.796822,11.262701,Health Post,Partially Functioning,True
Adamawa,Hong,BANGSHIKA,PHC KWAMBLA,11.999722,11.272222,Health Post,Functioning,True
Adamawa,Hong,BANGSHIKA,PHCC BANSHIKA,11.234016,11.2728872,Health Post,Not Functioning,True
Adamawa,Hong,BANGSHIKA,PHCC KALA'A,11.2054876,11.2734386,Health Clinic,Functioning,True
Adamawa,Hong,BANGSHIKA,SHIWA H/P,13.937,11.2742,Health Clinic,Functioning,True
Adamawa,Hong,BANGSHIKA,VALA HOSPITAL,12.397778,11.276667,Health Post,Functioning,True
Adamawa,Hong,DAKSIRI,DAKSIRI GARI  HC,12.768668,11.278766,Health Clinic,Partially Functioning,True
Adamawa,Hong,DAKSIRI,DAKZA PHC CLINIC,11.74869,11.2815282,Health Clinic,Functioning,True
Adamawa,Hong,DAKSIRI,MOTHOL H/POST,11.089444,11.282222,Health Post,Not Functioning,True
Adamawa,Hong,DAKSIRI,PHC CLINIC MBOLNYI,11.1136552,11.28579,Health Clinic,Functioning,True
Adamawa,Hong,DAKSIRI,PHC CLINIC UDING,11.883889,11.2875,PHC,Functioning,True
Adamawa,Hong,DAKSIRI,PHC CLINIC ZHEDINYI,12.809555,11.29372,Health Clinic,Not Functioning,True
Adamawa,Hong,GARAHA,DABNA  HC,7.8277621,11.299783,Health Post,Partially Functioning,True
Adamawa,Hong,GARAHA,KINGING H/P,11.27986667,11.30556833,Hospital,Functioning,True
Adamawa,Hong,GARAHA,KWAPE H/P,11.28283167,11.30928167,Health Clinic,Functioning,True
Adamawa,Hong,GARAHA,PHCC GARAHA,12.875108,11.310343,Health Post,Functioning,True
Adamawa,Hong,Gaya,E.Y.N. PHC MIJILI,11.728056,11.310833,Health Post,Functioning,True
Adamawa,Hong,Gaya,PHCC KUVA GAYA,11.2628524,11.310912,Health Clinic,Functioning,True
Adamawa,Hong,GAYA D.,GAYASIKALM PHC,11.1634266,11.311947,PHC,Functioning,True
Adamawa,Hong,GAYA S.,GASHALA MAMUDA H/P,11.2253682,11.314605,Health Clinic,Functioning,True
Adamawa,Hong,GAYA S.,GAYA MAKI PHCC,12.27,11.315556,Health Clinic,Functioning,True
Adamawa,Hong,HILDI,DZAKWA H/P,11.1916854,11.324612,Health Clinic,Functioning,True
Adamawa,Hong,HILDI,PARAGALDA HC,11.789444,11.325,Health Clinic,Functioning,True
Adamawa,Hong,HILDI,PHCC HILDI,12.2952121,11.3251142,Health Post,Partially Functioning,True
Adamawa,Hong,HONG,CLINIC A. HONG,11.678611,11.329167,PHC,Functioning,True
Adamawa,Hong,HONG,CLINIC C. HONG,11.24666667,11.332395,Health Clinic,Not Functioning,True
Adamawa,Hong,HONG,GUDUMIYA H/POST,11.679444,11.342222,Hospital,Functioning,True
Adamawa,Hong,HOSHERIZUM,DZIGAYERIMA H/P,11.645833,11.3425,Health Post,Functioning,True
Adamawa,Hong,HOSHERIZUM,EYN KWAKWAIAH CLINIC,11.38371333,11.34410167,PHC,Functioning,True
Adamawa,Hong,HOSHERIZUM,GARARI PHC CLINIC,11.745278,11.344722,Health Post,Functioning,True
Adamawa,Hong,HOSHERIZUM,MOMBOL PHC CLINIC,12.3454333,11.3456345,Health Post,Partially Functioning,True
Adamawa,Hong,HOSHERIZUM,PHC CLINIC DILWACHIRA,12.899561,11.353923,Health Post,Partially Functioning,True
Adamawa,Hong,HOSHERIZUM,PHCC KWAKWA'AH,12.432783,11.35656,Health Post,Functioning,True
Adamawa,Hong,KWARHI,EYN PHC KWARHI,12.791888,11.358845,Health Post,Partially Functioning,True
Adamawa,Hong,KWARHI,PHCC GASHALAMIGH,12.50611111,11.35944444,PHC,Functioning,True
Adamawa,Hong,KWARHI,PHCC KWARHI,13.115,11.3642,Health Clinic,Functioning,True
Adamawa,Hong,Mayo Lope,BAKIN-RISIYA H/P,13.03,11.3653,Health Clinic,Functioning,True
Adamawa,Hong,Mayo Lope,JAMA'A N/MAYER,11.648056,11.371944,Health Post,Functioning,True
Adamawa,Hong,Mayo Lope,MIRINYI,12.816811,11.37277,Health Post,Not Functioning,True
Adamawa,Hong,Mayo Lope,NAIWA H/P,12.72908,11.381123,Health Clinic,Functioning,True
Adamawa,Hong,Mayo Lope,NJAIRI H/P,11.151389,11.387778,Health Clinic,Functioning,True
Adamawa,Hong,Mayo Lope,PHCC KURMI,12.41239134,11.39821933,Health Post,Partially Functioning,True
Adamawa,Hong,Mayo Lope,PILLEFU H/P,12.8119,11.39987,Health Clinic,Functioning,False
Adamawa,Hong,Mayo Lope,PURE MEMORCAL MATERNITY & NURSING HOME,11.668611,11.4,Health Clinic,Functioning,True
Adamawa,Hong,SHANGUI,DAZAL H/POST,11.5575,11.407222,Health Clinic,Functioning,True
Adamawa,Hong,SHANGUI,HONG GENERAL HOSPITAL,12.495825,11.4113518,Health Clinic,Functioning,True
Adamawa,Hong,SHANGUI,MUNGA  HC,11.40093333,11.414925,Health Clinic,Not Functioning,False
Adamawa,Hong,SHANGUI,SAFARAN CLINIC,11.35152,11.419565,Health Clinic,Functioning,True
Adamawa,Hong,THILBANG,DILCHIDAMA H/POST,12.878525,11.42021,Health Post,Not Functioning,True
Adamawa,Hong,THILBANG,FACHI H/POST,12.799233,11.439221,Health Post,Partially Functioning,True
Adamawa,Hong,THILBANG,GASHAKA H/POST,12.93194444,11.44111111,Health Clinic,Functioning,True
Adamawa,Hong,THILBANG,KOKKO H/POST,12.502838,11.4447772,Health Clinic,Functioning,True
Adamawa,Hong,THILBANG,MIDILA H/POST,12.495621,11.455215,PHC,Partially Functioning,True
Adamawa,Hong,THILBANG,NGALBI H/POST,11.5275,11.456111,Health Post,Functioning,True
Adamawa,Hong,THILBANG,PELLA (WIH) PHCC,11.883056,11.458056,Health Post,Functioning,True
Adamawa,Hong,THILBANG,PHC CLINIC DZUMAH,11.1932892,11.458598,Health Clinic,Not Functioning,True
Adamawa,Hong,THILBANG,PNC CLINIC BUZZA,11.462778,11.4625,PHC,Functioning,True
Adamawa,Hong,THILBANG,WURO-BOKKI H/POST,11.32632667,11.463965,Health Clinic,Functioning,True
Adamawa,Hong,UBA,BARKA CLINIC,13.0669,11.4658,Health Clinic,Partially Functioning,True
Adamawa,Hong,UBA,HUSSARA H/P,12.809943,11.46699,Health Clinic,Partially Functioning,True
Adamawa,Hong,UBA,JANLINGO H/P,9.503,11.468913,Health Clinic,Functioning,True
Adamawa,Hong,UBA,PHCC A. UBA,12.162352,11.472866,Health Clinic,Functioning,True
Adamawa,Hong,UBA,PHCC UBA 'B',12.762172,11.472991,Health Post,Functioning,True
Adamawa,Hong,UBA,WURO-KAE,12.314496,11.481403,PHC,Functioning,True
Adamawa,Hong,WAYO-LOPE,PHCC GASHALAK,12.489266,11.489088,Health Post,Functioning,True
Adamawa,Jada,Danaba,DANABA PHCC,13.953,11.49,Health Clinic,Functioning,True
Adamawa,Jada,Danaba,DIMKUSUM HC,12.491369,11.491795,Hospital,Functioning,True
Adamawa,Jada,Danaba,KAMENYA HP,11.984444,11.4925,Health Post,Functioning,True
Adamawa,Jada,Danaba,SAMAN PHCC,12.868263,11.493896,Health Clinic,Partially Functioning,True
Adamawa,Jada,Danaba,SANDAGUNI HP,12.46723,11.500215,Health Clinic,Functioning,True
Adamawa,Jada,Danaba,SANKENPO HP,8.545431,11.5015,PHC,Partially Functioning,True
Adamawa,Jada,JADA 1,JADA 1 PHCC,12.499249,11.504601,PHC,Functioning,True
Adamawa,Jada,JADA 1,SIANT JOSEPH DISPENSARY,12.769783,11.510723,Health Clinic,Functioning,True
Adamawa,Jada,JADA II,COTTAGE HOSPITAL JADA,12.501128,11.512964,Health Post,Functioning,True
Adamawa,Jada,JADA II,JADA II PHCC,13.0808,11.513,Health Post,Partially Functioning,True
Adamawa,Jada,JADA II,WURO YERIMA HC,12.268595,11.51309166,Health Clinic,Functioning,True
Adamawa,Jada,Koma I,CHONCHA HP,11.997778,11.514167,Health Post,Functioning,True
Adamawa,Jada,Koma I,N KOMA PHCC,9.493932,11.51877,PHC,Functioning,True
Adamawa,Jada,Koma I,NALI HP,12.840535,11.521058,Health Clinic,Functioning,True
Adamawa,Jada,Koma II,BELTI PHCC,10.1326,11.5222,Health Post,Functioning,True
Adamawa,Jada,Koma II,SAMLO HP,12.5122096,11.525271,PHC,Partially Functioning,True
Adamawa,Jada,Koma II,WARRI HP,11.995,11.527778,PHC,Functioning,True
Adamawa,Jada,LEKO,ABEJO HP,11.671667,11.535556,PHC,Functioning,True
Adamawa,Jada,LEKO,DALAM1 HP,12.521233,11.535787,PHC,Functioning,True
Adamawa,Jada,LEKO,GAWALGU HP,7.900442,11.536457,Health Clinic,Partially Functioning,False
Adamawa,Jada,LEKO,MAYO HAKO PHCC,11.092031,11.537015,PHC,Partially Functioning,True
Adamawa,Jada,LEKO,SANGARA HP,12.96413,11.53799,Health Clinic,Not Functioning,True
Adamawa,Jada,LEKO,SOLO PHCC,13.1489,11.5386,Health Post,Functioning,True
Adamawa,Jada,Mapeo,JALINGO HP,13.1492,11.5386,Dispensary,Functioning,True
Adamawa,Jada,Mapeo,KOJOLI PHCC,14.4183,11.5386,Dispensary,Partially Functioning,True
Adamawa,Jada,Mapeo,LENGD0 HP,12.47477,11.538796,Health Clinic,Functioning,True
Adamawa,Jada,Mapeo,MAPIO PHCC,13.1489,11.5389,Health Clinic,Functioning,True
Adamawa,Jada,MAYO KALAYE,KILBAWO PHCC,13.1458,11.5405,Health Clinic,Partially Functioning,True
Adamawa,Jada,MAYO KALEYE,WURO ABBO PHCC,13.1438,11.5408,Health Clinic,Functioning,True
Adamawa,Jada,MAYO KALLAYI,GANGKIRI HP,10.93111111,11.54138889,Health Post,Partially Functioning,True
Adamawa,Jada,Mayokalaye,GANGLARE PHCC,12.521831,11.542705,PHC,Partially Functioning,True
Adamawa,Jada,MBULO,FARANG VAN,11.940556,11.544444,PHC,Functioning,True
Adamawa,Jada,MBULO,GANGSANJI PHCC,11.999722,11.548889,Health Clinic,Functioning,True
Adamawa,Jada,MBULO,LCCN DISPENSARY,13.1396458,11.549136,MCH,Partially Functioning,True
Adamawa,Jada,MBULO,MBANGAN TIREN HC,12.463229,11.549556,Health Clinic,Partially Functioning,True
Adamawa,Jada,MBULO,MBANGEN ESSANDE HP,11.3448588,11.550904,Health Clinic,Functioning,True
Adamawa,Jada,MBULO,MBULO PHCC,11.48328167,11.55163333,Health Clinic,Partially Functioning,True
Adamawa,Jada,NADEU,NADEU HP,12.5524588,11.5528908,Health Clinic,Partially Functioning,True
Adamawa,Jada,NYBANGO,GLABDU HP,12.532064,11.553234,PHC,Functioning,True
Adamawa,Jada,Nyibango,DASHEW PHCC,10.61055556,11.55333333,Health Clinic,Functioning,True
Adamawa,Jada,Nyibango,GANGJAMARE HP,12.82783,11.559276,Health Clinic,Functioning,True
Adamawa,Jada,Nyibango,JARANDI HP,11.05416667,11.56027778,Health Post,Functioning,True
Adamawa,Jada,Nyibango,LCCN DISPENSARY,10.79777778,11.56305556,Health Post,Functioning,True
Adamawa,Jada,Nyibango,MGBOMSISURI,8.4044,11.5714,Health Post,Functioning,True
Adamawa,Jada,Nyibango,NYIBANGO HC,10.1131,11.5746,Health Post,Partially Functioning,True
Adamawa,Jada,WURO ABBO,GANGNAI HP,9.32248772,11.5750269,Health Post,Partially Functioning,True
Adamawa,Jada,Yelli,BALAURU HP,9.41369894,11.58261616,Health Clinic,Partially Functioning,True
Adamawa,Jada,Yelli,GADJO HC,11.05694444,11.58527778,Health Clinic,Functioning,True
Adamawa,Jada,Yelli,GELESIMA,12.8156255,11.585965,Health Clinic,Functioning,True
Adamawa,Jada,Yelli,KOJOLI PHCC,11.288713,11.586111,Health Post,Functioning,False
Adamawa,Jada,Yelli,LAPPO HP,11.994722,11.587222,Health Post,Not Functioning,True
Adamawa,Jada,Yelli,MAYO JUNE HP,11.739722,11.594167,Health Post,Functioning,True
Adamawa,Jada,Yelli,SAPEO PHC,13.115,11.6022,Health Post,Partially Functioning,True
Adamawa,Lamurde,Dubwangun,BAFYOU HF,11.05055556,11.60388889,Health Post,Partially Functioning,True
Adamawa,Lamurde,Dubwangun,DUBWANGUN HC,12.122776,11.605025,Health Clinic,Functioning,True
Adamawa,Lamurde,Dubwangun,MBEMUN HC,9.36476595,11.60520503,Health Post,Partially Functioning,True
Adamawa,Lamurde,Gyawana,GYAWANA PHCC,10.95722222,11.60722222,PHC,Functioning,True
Adamawa,Lamurde,Gyawana,SAVANNAH CLNIC,9.53529,11.607263,PHC,Functioning,True
Adamawa,Lamurde,Lafiya,LAFIYA FED. MODEL HC,12.894588,11.610976,Health Clinic,Functioning,True
Adamawa,Lamurde,Lafiya,LAFIYA HC,12.488331,11.61125,Health Clinic,Functioning,True
Adamawa,Lamurde,Lafiya,MAMSIRME PHCC,12.76596,11.6193,Health Clinic,Partially Functioning,True
Adamawa,Lamurde,Lamurde,Alheri Clinic,11.432676,11.620334,Health Post,Functioning,True
Adamawa,Lamurde,Lamurde,HADIYO H/P,11.1436048,11.620652,Health Clinic,Functioning,True
Adamawa,Lamurde,Lamurde,LAMURDE PHCC,9.38426587,11.62450999,PHC,Functioning,True
Adamawa,Lamurde,Lamurde,Sabongari HC,10.35587,11.62516,Health Clinic,Functioning,True
Adamawa,Lamurde,Mgbebongun,SABONLAYI PHCC,11.685556,11.627778,Health Clinic,Functioning,True
Adamawa,Lamurde,Mgbebongun,TIPTO HC,11.774167,11.628333,Health Post,Functioning,True
Adamawa,Lamurde,Ngbakowo,NGBAKAWO PHCC,12.816255,11.634055,Health Clinic,Functioning,True
Adamawa,Lamurde,Opalo,OPALO PHCC,9.474142,11.637145,Health Post,Functioning,True
Adamawa,Lamurde,Opalo,ZEKUN HC,11.920278,11.6425,Health Clinic,Functioning,True
Adamawa,Lamurde,Rigange,RIGANGE HC,9.50912,11.644477,PHC,Functioning,False
Adamawa,Lamurde,Suwa,BALAIFI HC,10.79944444,11.64555556,Health Post,Not Functioning,False
Adamawa,Lamurde,Suwa,GYAKAN PHCC,10.65722222,11.64583333,Health Post,Partially Functioning,True
Adamawa,Lamurde,Suwa,LASSUN HC,11.1729106,11.646764,Health Clinic,Functioning,True
Adamawa,Lamurde,Suwa,SUWA PHCC,12.7621908,11.64721476,Health Clinic,Not Functioning,True
Adamawa,Lamurde,Waduku,KWAH HF,7.853083,11.651329,Health Post,Not Functioning,False
Adamawa,Lamurde,Waduku,TINGNO DUTSE PHCC,9.613063,11.657298,PHC,Functioning,True
Adamawa,Lamurde,Waduku,WADUKU PHCC,11.78777778,11.65944444,Health Post,Partially Functioning,True
Adamawa,Madagali,Bebel,BEBEL HEALTH CLINIC,9.40630233,11.66112403,Health Post,Partially Functioning,True
Adamawa,Madagali,Bebel,DRIFF HC,12.064211,11.662638,Health Clinic,Functioning,True
Adamawa,Madagali,Bebel,SUKUR HEALTH POST,9.542555,11.66588,Health Post,Functioning,True
Adamawa,Madagali,Bebel,VEMGO PHC,10.79027778,11.66805556,Health Post,Not Functioning,False
Adamawa,Madagali,Duhu/ Shuwa,DUHU PHC,10.76583333,11.67222222,Health Clinic,Functioning,True
Adamawa,Madagali,Duhu/ Shuwa,KWAMBULA,12.995,11.673,Health Post,Partially Functioning,True
Adamawa,Madagali,Duhu/ Shuwa,LUMADU PHC,9.46545604,11.67427789,PHC,Functioning,True
Adamawa,Madagali,Duhu/ Shuwa,MAYO WADU PHC,7.805793,11.674743,Health Clinic,Partially Functioning,True
Adamawa,Madagali,Duhu/ Shuwa,SHUWA  MISSION MATERNITY,13.0733,11.675,Health Post,Functioning,True
Adamawa,Madagali,Gulak,BAKIN DUTSE PHC,11.93694444,11.68027778,Hospital,Functioning,True
Adamawa,Madagali,Gulak,COTTAGE HOSP.GULAK,10.93722222,11.68055556,Health Clinic,Functioning,True
Adamawa,Madagali,Gulak,DAR HP,9.2481584,11.687755,Health Clinic,Partially Functioning,True
Adamawa,Madagali,Gulak,GHANTSA,12.64113218,11.68804543,Health Clinic,Partially Functioning,True
Adamawa,Madagali,Gulak,IJARAFARU MEMORIAL NURSING AND MATERNITY CLINIC,12.147799,11.688453,Health Clinic,Functioning,True
Adamawa,Madagali,Gulak,KAYA PHC,7.914501,11.692429,Health Post,Not Functioning,False
Adamawa,Madagali,Gulak,"KUBU HP
\",9.35801083,11.69799369,Health Post,Partially Functioning,True
Adamawa,Madagali,Gulak,WANUKI HP,11.03972222,11.69833333,Health Post,Functioning,True
Adamawa,Madagali,Hyambula,BITIKU BHC,10.090555,11.69917333,PHC,Functioning,True
Adamawa,Madagali,Hyambula,HYAMBULA II PHC,11.778889,11.699722,Health Post,Functioning,True
Adamawa,Madagali,Hyambula,,9.171388889,11.70138889,PHC,Not Functioning,False
Adamawa,Madagali,K/Wuro Ngayandi,DAGALI,9.556016,11.704967,PHC,Functioning,True
Adamawa,Madagali,K/Wuro Ngayandi,GADAMAYO,11.70728474,11.70728474,Health Clinic,Partially Functioning,True
Adamawa,Madagali,K/Wuro Ngayandi,KIRCHINGA PHC,11.68611342,11.7091745,PHC,Not Functioning,True
Adamawa,Madagali,K/Wuro Ngayandi,KOPA PHC,10.0341667,11.7094444,Health Post,Functioning,True
Adamawa,Madagali,K/Wuro Ngayandi,,8.32884,11.7117783,PHC,Partially Functioning,False
Adamawa,Madagali,K/Wuro Ngayandi,SHUWARE,12.702661,11.717226,Health Post,Not Functioning,True
Adamawa,Madagali,K/Wuro Ngayandi,WURO NGAYADI PHC,12.828103,11.721623,PHC,Partially Functioning,True
Adamawa,Madagali,Madagali,COCIN HEALTH CLINIC,11.264088,11.723343,PHC,Functioning,True
Adamawa,Madagali,Madagali,DAMAI KASA,11.04527778,11.72361111,Health Post,Partially Functioning,True
Adamawa,Madagali,Madagali,MADAGALI COMP.CLINIC,9.458326956,11.72460016,PHC,Functioning,True
Adamawa,Madagali,Madagali,MADAGALI PHCC,9.2949616,11.7255383,Health Clinic,Partially Functioning,True
Adamawa,Madagali,Madagali,MADAGALI TOWN CLINIC,12.71061,11.72803,Health Post,Partially Functioning,True
Adamawa,Madagali,Madagali,VIZIK PHC,9.196944444,11.72833333,PHC,Functioning,True
Adamawa,Madagali,Pallam,DZUEL HEALTH POST,10.81027778,11.73194444,Health Clinic,Functioning,True
Adamawa,Madagali,Pallam,GAJAMA,10.61873,11.73385,Health Clinic,Not Functioning,True
Adamawa,Madagali,Pallam,KERU JAKU HEALTH POST,9.576388889,11.73527778,PHC,Functioning,True
Adamawa,Madagali,Pallam,KWAJITI HC,9.168611111,11.74111111,PHC,Functioning,True
Adamawa,Madagali,Pallam,PALLAM PHC,11.98888889,11.74555556,Health Post,Functioning,True
Adamawa,Madagali,Pallam,TAKYA HEALTH POST,11.36861111,11.74972222,Health Post,Partially Functioning,True
Adamawa,Madagali,Pallam,TUHUM-WAZIRI HP,9.2254433,11.752455,Health Clinic,Partially Functioning,True
Adamawa,Madagali,Pallam,WURO GAS HF,9.44907885,11.75561014,Health Clinic,Functioning,True
Adamawa,Madagali,Shelmi / Sukur/ Vapura,KURANG HC,9.5718495,11.7558767,PHC,Functioning,True
Adamawa,Madagali,Shelmi / Sukur/ Vapura,MDGS MIDLU HC,11.966667,11.756111,Health Clinic,Functioning,True
Adamawa,Madagali,Shelmi / Sukur/ Vapura,MODEL SHELMI,10.71027778,11.75861111,Health Post,Partially Functioning,True
Adamawa,Madagali,Shelmi / Sukur/ Vapura,NDALMI HP,9.573888889,11.76083333,PHC,Functioning,True
Adamawa,Madagali,Shelmi / Sukur/ Vapura,PUBBU HP,8.022214,11.765336,Health Post,Partially Functioning,False
Adamawa,Madagali,Shelmi / Sukur/ Vapura,RUGUDUM HC,9.30351,11.765643,PHC,Functioning,True
Adamawa,Madagali,Shelmi / Sukur/ Vapura,SUKUR SAMA PHC,10.88412,11.76641,Health Post,Functioning,True
Adamawa,Madagali,Shelmi / Sukur/ Vapura,VAPURA HP,10.91772,11.769556,Health Post,Functioning,True
Adamawa,Madagali,Wagga,CHAKAWA BHC,10.43341,11.77055,Health Clinic,Functioning,True
Adamawa,Madagali,Wagga,GORI HC,10.43341,11.77055,Health Clinic,Functioning,True
Adamawa,Madagali,Wagga,TUR HP,12.160435,11.770764,Health Clinic,Functioning,True
Adamawa,Madagali,Wagga,WAGGA PHC,9.750833333,11.77277778,Health Clinic,Functioning,True
Adamawa,Madagali,Wagga,ZIDDA HP,12.14783814,11.77457,PHC,Functioning,True
Adamawa,Madagali,Wula,WULLA PHC,10.66547,11.77601,Health Post,Functioning,True
Adamawa,Madagali,Wula,,13.0925,11.7792,Health Post,Functioning,True
Adamawa,Madagali,Wula,,8.650283,11.779777,Health Post,Not Functioning,False
Adamawa,Maiha,Belel,BELEL PHCC,9.44272197,11.78539214,Health Clinic,Functioning,True
Adamawa,Maiha,Belel,BUNGEL HC,12.59034437,11.78827,Health Clinic,Not Functioning,True
Adamawa,Maiha,Belel,JAMTARI HC,12.6809204,11.79158249,Health Clinic,Functioning,True
Adamawa,Maiha,HUMBUTUDI,HUMBUTUDI PHCC,7.981213,11.794486,Health Post,Not Functioning,False
Adamawa,Maiha,HUMBUTUDI,KAPULE HC,12.099912,11.796077,Health Post,Functioning,True
Adamawa,Maiha,HUMBUTUDI,KILANGE HC,9.31244666,11.8017116,PHC,Functioning,True
Adamawa,Maiha,HUMBUTUDI,LUBUM PHCC,8.033889,11.803016,Health Clinic,Partially Functioning,False
Adamawa,Maiha,HUMBUTUDI,MBALAGI HC,11.354023,11.807711,PHC,Functioning,True
Adamawa,Maiha,HUMBUTUDI,VOKNA PHCC,10.55166667,11.81027778,Health Clinic,Partially Functioning,True
Adamawa,Maiha,KONKOL,KONKOL PHCC,8.621447,11.810328,Health Post,Partially Functioning,False
Adamawa,Maiha,KONKOL,,12.59422,11.8188016,Health Clinic,Functioning,True
Adamawa,Maiha,KONKOL,,12.9769,11.8197,Health Post,Partially Functioning,True
Adamawa,Maiha,KONKOL,MARRABA HC,9.3191766,11.8218083,Health Clinic,Partially Functioning,True
Adamawa,Maiha,KONKOL,WUROHAMADI HC,9.88641666,11.82371166,Health Post,Not Functioning,True
Adamawa,Maiha,Maiha Gari,BOKKEN HC,8.623355,11.824765,Health Clinic,Functioning,False
Adamawa,Maiha,Maiha Gari,JABAJABA HC,12.667756,11.825638,Health Post,Functioning,True
Adamawa,Maiha,Maiha Gari,LUGGA BABBA PHCC,13.058,11.8263,Health Clinic,Functioning,True
Adamawa,Maiha,Maiha Gari,MAIHAGARI PHCC,9.625105,11.827985,Health Post,Partially Functioning,True
Adamawa,Maiha,Maiha Gari,NASSARAWO HC,9.625128,11.8280597,PHC,Functioning,True
Adamawa,Maiha,MANJEKIN,DAFRA HC,10.38472222,11.83055556,Health Post,Partially Functioning,True
Adamawa,Maiha,MANJEKIN,HUBBARE HC,9.9871205,11.83114166,Health Post,Functioning,True
Adamawa,Maiha,MANJEKIN,KWABOON ARDO,11.999722,11.833056,Health Clinic,Functioning,True
Adamawa,Maiha,MANJEKIN,MANJEKIN PHCC,11.302706,11.833684,Health Post,Functioning,True
Adamawa,Maiha,MANJEKIN,PAIWAWOL PHCC,9.568767,11.83393,Health Post,Partially Functioning,True
Adamawa,Maiha,MANJEKIN,SALMAKOLI HC,7.99854,11.834321,Health Post,Partially Functioning,False
Adamawa,Maiha,MANJEKIN,SALMAMODIBBO HC,8.736388889,11.83694444,PHC,Functioning,True
Adamawa,Maiha,MANJEKIN,SHUWARE HC,9.085555556,11.83777778,Health Post,Not Functioning,True
Adamawa,Maiha,MAYONGULI,AMANA CLINIC,11.994167,11.838333,Health Post,Functioning,True
Adamawa,Maiha,MAYONGULI,BWADE HC,11.705278,11.839444,PHC,Functioning,True
Adamawa,Maiha,MAYONGULI,COTTAGE HOSPITAL,9.96695526,11.84154666,Health Post,Functioning,True
Adamawa,Maiha,MAYONGULI,DEDE PHCC,9.60067,11.84326,Health Post,Functioning,True
Adamawa,Maiha,MAYONGULI,HAMDALLA HP,12.83364,11.843685,Health Post,Functioning,True
Adamawa,Maiha,MAYONGULI,HUDU HC,10.78659667,11.850075,PHC,Partially Functioning,True
Adamawa,Maiha,MAYONGULI,LUGDIRA HC,12.9594,11.8519,Health Clinic,Partially Functioning,True
Adamawa,Maiha,MAYONGULI,MAYONGULI PHCC,9.86678533,11.855685,PHC,Functioning,True
Adamawa,Maiha,PAKKA,FURAMANE,9.85666666,11.85574166,Health Post,Partially Functioning,True
Adamawa,Maiha,PAKKA,LCCN HC,11.935833,11.856111,Health Clinic,Functioning,True
Adamawa,Maiha,PAKKA,MAANE HC,9.6252416,11.8567865,Health Clinic,Functioning,True
Adamawa,Maiha,PAKKA,PAKKA PHCC,9.3728716,11.8614637,Health Clinic,Partially Functioning,True
Adamawa,Maiha,PAKKA,PEGIN PHCC,9.251909131,11.86238856,Health Clinic,Partially Functioning,True
Adamawa,Maiha,Sorau 'A',ELYAZ CLINIC,9.337925,11.8630083,Health Post,Partially Functioning,True
Adamawa,Maiha,Sorau 'A',KOLWA HC,11.90166667,11.86388889,Health Post,Functioning,True
Adamawa,Maiha,Sorau 'A',KOWOGOL PHCC,8.83915,11.864643,Health Post,Not Functioning,False
Adamawa,Maiha,Sorau 'A',WURO GENDE HC,9.567592,11.869007,PHC,Functioning,True
Adamawa,Maiha,Sorau 'A',WURO LADDE PHCC,9.90832666,11.86936833,Health Clinic,Partially Functioning,True
Adamawa,Maiha,Sorau 'A',WUROBOKA HC,8.644913,11.87031384,Health Clinic,Partially Functioning,True
Adamawa,Maiha,Sorau 'B',MAYO VAMDE,12.922641,11.873681,PHC,Partially Functioning,True
Adamawa,Maiha,Sorau 'B',SORAU PHCC,12.81113256,11.87798308,Health Clinic,Functioning,False
